capital_prestado,plazo_meses,edad_cliente,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,anio_prestamo,mes_prestamo,dia_semana_prestamo,ratio_deuda_ingreso,ratio_cuota_ingreso,tipo_laboral_Empleado,tipo_laboral_Independiente,tipo_credito_10,tipo_credito_4,tipo_credito_6,tipo_credito_68,tipo_credito_7,tipo_credito_9,tendencia_ingresos,Pago_atiempo
823114.0,10.0,40.0,4000000.0,2000000.0,70069.0,91.410695,747.0,2.0,5.0,0.0,9269.0,9269.0,0.0,0.0,1.0,1.0,2005156.8118217797,2025.0,6.0,6.0,0.5,0.01751725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
6416879.0,12.0,39.0,6000000.0,3000000.0,445617.0,95.227787,753.0,7.0,3.0,0.0,10108.0,10108.0,0.0,2.0,0.0,5.0,1083771.0,2025.0,1.0,3.0,0.5,0.0742695,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1258715.0,10.0,40.0,2000000.0,600000.0,116764.0,95.227787,854.0,7.0,3.0,0.0,23318.0,18901.0,0.0,5.0,0.0,2.0,923771.0,2025.0,2.0,0.0,0.3,0.058382,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2100000.0,18.0,40.0,1300000.0,400000.0,117242.0,95.227787,852.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,772558.0,2025.0,3.0,5.0,0.3076923076923077,0.09018615384615385,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
762480.0,10.0,39.0,2000000.0,700000.0,70367.0,95.227787,785.0,6.0,2.0,0.0,20919.0,20919.0,0.0,1.0,0.0,4.0,1790065.0,2025.0,1.0,2.0,0.35,0.0351835,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1482134.0,10.0,39.0,4000000.0,1000000.0,125181.0,95.227787,841.0,8.0,3.0,0.0,65253.0,65253.0,0.0,7.0,0.0,0.0,1989166.0,2025.0,2.0,5.0,0.25,0.03129525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
891548.0,10.0,41.0,1500000.0,800000.0,75617.0,95.227787,794.0,2.0,2.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,2005156.8118217797,2025.0,1.0,2.0,0.5333333333333333,0.050411333333333336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1728000.0,12.0,39.0,2500000.0,100000.0,137844.0,95.227787,807.0,4.0,2.0,0.0,2396.0,2396.0,0.0,2.0,1.0,1.0,150426.0,2025.0,5.0,6.0,0.04,0.0551376,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
702114.0,9.0,40.0,2600000.0,1000000.0,65791.0,95.227787,867.0,6.0,7.0,0.0,56051.0,56051.0,0.0,3.0,0.0,1.0,2955290.0,2025.0,6.0,3.0,0.38461538461538464,0.02530423076923077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
600000.0,6.0,51.0,2140000.0,68000.0,90931.0,95.227787,736.0,2.0,2.0,0.0,368.0,368.0,0.0,0.0,0.0,1.0,2005156.8118217797,2025.0,10.0,6.0,0.03177570093457944,0.042491121495327105,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1143631.0,4.0,41.0,1300000.0,800000.0,229594.0,95.227787,786.0,5.0,3.0,0.0,54758.0,49714.0,0.0,0.0,1.0,1.0,1260544.0,2025.0,2.0,6.0,0.6153846153846154,0.17661076923076924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
8640000.0,6.0,37.0,4000000.0,1500000.0,1282399.0,95.227787,823.0,7.0,2.0,0.0,30518.0,30518.0,0.0,3.0,0.0,0.0,923771.0,2025.0,1.0,4.0,0.375,0.32059975,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
5498400.0,36.0,44.0,1900000.0,763000.0,200638.0,95.227787,807.0,6.0,6.0,0.0,5535.0,5535.0,0.0,0.0,0.0,5.0,983368.0,2025.0,9.0,5.0,0.40157894736842104,0.10559894736842106,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2797384.0,9.0,40.0,3600000.0,1500000.0,262253.0,95.227787,735.0,6.0,6.0,0.0,38130.0,38130.0,0.0,3.0,0.0,1.0,3652151.0,2025.0,7.0,3.0,0.4166666666666667,0.07284805555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1101067.0,10.0,39.0,5000000.0,2538000.0,96601.0,95.227787,802.0,5.0,7.0,0.0,159090.0,159090.0,0.0,3.0,0.0,2.0,1000000.0,2025.0,11.0,3.0,0.5076,0.0193202,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
3837377.0,11.0,39.0,1500000.0,500000.0,300606.0,86.830187,773.0,6.0,0.0,0.0,52588.0,52588.0,0.2600019659884007,1.0,0.0,2.0,2005156.8118217797,2025.0,8.0,5.0,0.3333333333333333,0.200404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
8710981.0,36.0,39.0,3760000.0,1411000.0,327483.0,95.227787,737.0,13.0,3.0,0.0,57097.0,54876.0,0.0,5.0,0.0,4.0,3191958.0,2025.0,11.0,4.0,0.3752659574468085,0.08709654255319149,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
836686.0,6.0,39.0,1790000.0,700000.0,125773.0,95.227787,757.0,5.0,3.0,0.0,1075.0,1075.0,0.0,0.0,0.0,3.0,1755198.0,2025.0,5.0,4.0,0.39106145251396646,0.07026424581005587,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2227304.0,10.0,38.0,4000000.0,2000000.0,188612.0,53.349091,840.0,20.0,2.0,0.0,155785.0,155785.0,0.2600019659884007,5.0,0.0,13.0,2005156.8118217797,2024.0,12.0,5.0,0.5,0.047153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
3195478.0,9.0,39.0,2838000.0,1100000.0,299431.0,95.227787,827.0,3.0,2.0,0.0,14630.0,14630.0,0.0,1.0,0.0,0.0,1670142.0,2025.0,6.0,0.0,0.3875968992248062,0.10550775193798449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
800090.0,6.0,38.0,800000.0,100000.0,119825.0,95.227787,798.0,3.0,3.0,0.0,1972.0,1972.0,0.0,0.0,0.0,3.0,946640.0,2025.0,5.0,0.0,0.125,0.14978125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2789599.0,10.0,38.0,3740000.0,1800000.0,236601.0,95.227787,822.0,5.0,0.0,0.0,19920.0,12363.0,0.0,2.0,1.0,0.0,2155260.0,2025.0,2.0,5.0,0.48128342245989303,0.06326229946524065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1788779.0,9.0,39.0,4700000.0,2200000.0,167056.0,95.227787,840.0,8.0,1.0,0.0,121503.0,121503.0,0.2600019659884007,2.0,0.0,6.0,2005156.8118217797,2024.0,12.0,6.0,0.46808510638297873,0.03554382978723404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1200000.0,12.0,40.0,1500000.0,300000.0,94160.0,95.227787,790.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976965.0,2025.0,2.0,6.0,0.2,0.06277333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
5670720.0,36.0,39.0,5000000.0,0.0,183354.0,95.227787,804.0,10.0,9.0,0.0,48721.0,48721.0,0.0,5.0,0.0,0.0,2005156.8118217797,2025.0,2.0,5.0,0.0,0.0366708,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2460000.0,12.0,29.0,1500000.0,400000.0,193588.0,95.227787,814.0,4.0,3.0,0.0,5686.0,5686.0,0.0,1.0,1.0,2.0,908526.0,2024.0,12.0,1.0,0.26666666666666666,0.12905866666666665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
3780000.0,10.0,39.0,6000000.0,3500000.0,349579.0,95.227787,766.0,10.0,10.0,0.0,156086.0,156086.0,0.0,10.0,0.0,0.0,6432198.0,2024.0,12.0,3.0,0.5833333333333334,0.058263166666666664,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1
5345952.0,6.0,39.0,10000000.0,2000000.0,795057.0,95.227787,800.0,8.0,6.0,0.0,54274.0,54274.0,0.0,4.0,3.0,0.0,942520.0,2025.0,6.0,1.0,0.2,0.0795057,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
3509100.0,6.0,39.0,2625000.0,800000.0,520294.0,95.227787,842.0,3.0,3.0,0.0,225923.0,225923.0,0.0,3.0,0.0,0.0,2302500.0,2025.0,1.0,5.0,0.3047619047619048,0.1982072380952381,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
4044000.0,12.0,39.0,4000000.0,800000.0,318240.0,95.227787,870.0,2.0,3.0,0.0,39683.0,39683.0,0.0,1.0,0.0,1.0,882923.0,2025.0,4.0,0.0,0.2,0.07956,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
2400000.0,6.0,40.0,3630000.0,756000.0,369213.0,95.227787,822.0,4.0,3.0,0.0,14495.0,14495.0,0.0,1.0,1.0,1.0,1000000.0,2026.0,1.0,3.0,0.20826446280991737,0.10171157024793388,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
3131252.0,10.0,29.0,5800000.0,2000000.0,266694.0,95.227787,796.0,2.0,6.0,0.0,90107.0,90107.0,0.0,2.0,0.0,0.0,1697338.0,2025.0,6.0,4.0,0.3448275862068966,0.045981724137931036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1058400.0,6.0,52.0,1667258.0,432000.0,159859.0,95.227787,788.0,3.0,2.0,0.0,5102.0,5102.0,0.0,2.0,0.0,1.0,1572378.0,2025.0,8.0,3.0,0.2591080684573113,0.09588138128591976,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1200000.0,6.0,51.0,2500000.0,300000.0,177907.0,95.227787,747.0,13.0,4.0,0.0,6342.0,6342.0,0.0,2.0,0.0,9.0,2005156.8118217797,2024.0,12.0,1.0,0.12,0.0711628,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
480000.0,6.0,41.0,800000.0,100000.0,71406.0,95.227787,762.0,4.0,2.0,0.0,490.0,490.0,0.0,0.0,0.0,4.0,2005156.8118217797,2025.0,2.0,1.0,0.125,0.0892575,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1415880.0,12.0,37.0,2400000.0,1300000.0,98325.0,95.227787,831.0,6.0,5.0,0.0,43045.0,6538.0,0.0,3.0,1.0,2.0,916148.0,2025.0,1.0,4.0,0.5416666666666666,0.04096875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
793800.0,6.0,53.0,2000000.0,600000.0,118008.0,95.227787,735.0,6.0,8.0,0.0,16801.0,16801.0,0.0,3.0,1.0,0.0,1000000.0,2025.0,5.0,1.0,0.3,0.059004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2172230.0,4.0,45.0,5000000.0,3000000.0,436943.0,95.227787,762.0,14.0,9.0,0.0,113467.0,110348.0,0.0,8.0,0.0,3.0,950105.0,2025.0,6.0,5.0,0.6,0.0873886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
865680.0,8.0,42.0,3490000.0,2022000.0,99957.0,95.227787,724.0,11.0,9.0,0.0,44897.0,44897.0,0.0,4.0,0.0,7.0,1770902.0,2025.0,8.0,6.0,0.5793696275071634,0.028640974212034383,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1200000.0,6.0,38.0,1000000.0,200000.0,178345.0,95.227787,781.0,5.0,3.0,0.0,1000.0,1000.0,0.0,2.0,0.0,3.0,980363.0,2025.0,3.0,1.0,0.2,0.178345,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1
2291020.0,9.0,38.0,3100000.0,1000000.0,213961.0,91.410695,828.0,6.0,2.0,0.0,120196.0,120196.0,0.0,5.0,0.0,0.0,908526.0,2025.0,1.0,5.0,0.3225806451612903,0.06901967741935484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2794068.0,11.0,38.0,3100000.0,1000000.0,217634.0,95.227787,755.0,8.0,2.0,0.0,63452.0,63452.0,0.0,1.0,2.0,5.0,2005156.8118217797,2025.0,3.0,6.0,0.3225806451612903,0.07020451612903225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2375560.0,9.0,38.0,6000000.0,2000000.0,223133.0,95.227787,852.0,5.0,2.0,0.0,23063.0,23063.0,0.0,3.0,0.0,0.0,4914250.0,2025.0,7.0,3.0,0.3333333333333333,0.03718883333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
6582337.0,9.0,38.0,2000000.0,850000.0,614733.0,95.227787,726.0,12.0,3.0,829.0,92206.0,92206.0,0.2600019659884007,4.0,0.0,8.0,2005156.8118217797,2025.0,1.0,6.0,0.425,0.3073665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1746520.0,10.0,37.0,2500000.0,1000000.0,148676.0,95.227787,840.0,4.0,1.0,0.0,38.0,38.0,0.0,3.0,0.0,0.0,1536155.0,2025.0,5.0,2.0,0.4,0.0594704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2446921.0,10.0,36.0,4000000.0,2000000.0,207210.0,95.227787,946.0,11.0,0.0,0.0,103757.0,103757.0,0.2600019659884007,4.0,0.0,2.0,2005156.8118217797,2024.0,12.0,2.0,0.5,0.0518025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1412450.0,10.0,68.0,2800000.0,0.0,119923.0,95.227787,809.0,0.0,2.0,0.0,0.0,40346.16817918517,0.2600019659884007,0.0,0.0,0.0,2005156.8118217797,2025.0,2.0,6.0,0.0,0.04282964285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
8640000.0,36.0,68.0,15000000.0,5000000.0,279360.0,95.227787,824.0,3.0,2.0,0.0,51846.0,51609.0,0.0,1.0,1.0,1.0,2005156.8118217797,2025.0,1.0,4.0,0.3333333333333333,0.018624,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1
1540664.0,10.0,68.0,3000000.0,1500000.0,131015.0,95.227787,827.0,9.0,2.0,0.0,139234.0,139234.0,0.0,7.0,0.0,1.0,2005156.8118217797,2025.0,5.0,3.0,0.5,0.043671666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2874600.0,20.0,69.0,1000000.0,200000.0,146194.0,95.227787,776.0,8.0,3.0,0.0,22468.0,22468.0,0.0,1.0,1.0,6.0,762998.0,2025.0,3.0,3.0,0.2,0.146194,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
485700.0,6.0,66.0,3000000.0,500000.0,72015.0,41.947502,877.0,1.0,2.0,0.0,42.0,42.0,0.0,1.0,0.0,0.0,2005156.8118217797,2025.0,1.0,6.0,0.16666666666666666,0.024005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0
2696640.0,30.0,65.0,1350000.0,100000.0,98926.0,95.227787,807.0,0.0,1.0,0.0,0.0,40346.16817918517,0.2600019659884007,0.0,0.0,0.0,908526.0,2024.0,12.0,6.0,0.07407407407407407,0.07327851851851852,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
4918504.0,6.0,62.0,10000000.0,3000000.0,731196.0,95.227787,829.0,10.0,14.0,0.0,722775.0,722775.0,0.0,7.0,0.0,2.0,5487082.0,2025.0,4.0,4.0,0.3,0.0731196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1896431.0,9.0,62.0,14050000.0,3238000.0,179406.0,95.227787,859.0,5.0,3.0,0.0,185420.0,13475.0,0.0,2.0,0.0,2.0,2593373.0,2025.0,9.0,4.0,0.2304626334519573,0.012769110320284698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
2340000.0,24.0,61.0,26000000.0,3000000.0,105449.0,95.227787,885.0,5.0,2.0,0.0,199495.0,199495.0,0.0,4.0,0.0,0.0,2005156.8118217797,2025.0,5.0,0.0,0.11538461538461539,0.004055730769230769,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
3300000.0,24.0,67.0,1635000.0,546000.0,165550.0,95.227787,799.0,2.0,4.0,0.0,22304.0,22304.0,0.0,0.0,2.0,0.0,2005156.8118217797,2026.0,1.0,3.0,0.3339449541284404,0.10125382262996942,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
566400.0,12.0,62.0,1000000.0,500000.0,44577.0,95.227787,771.0,4.0,2.0,0.0,173.0,173.0,0.0,0.0,0.0,4.0,2005156.8118217797,2025.0,1.0,6.0,0.5,0.044577,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
549120.0,6.0,60.0,3000000.0,1000000.0,81418.0,95.227787,764.0,3.0,4.0,0.0,1870.0,1870.0,0.0,0.0,0.0,3.0,2005156.8118217797,2025.0,1.0,1.0,0.3333333333333333,0.027139333333333335,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
3600000.0,36.0,60.0,1900000.0,0.0,126366.0,95.227787,863.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005156.8118217797,2025.0,8.0,0.0,0.0,0.06650842105263158,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
658800.0,12.0,66.0,900000.0,150000.0,51694.0,95.227787,842.0,1.0,3.0,0.0,524.0,524.0,0.0,0.0,0.0,1.0,2005156.8118217797,2024.0,12.0,2.0,0.16666666666666666,0.057437777777777775,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1386821.0,10.0,68.0,2800000.0,1500000.0,117439.0,95.227787,768.0,5.0,3.0,0.0,16401.0,16401.0,0.2600019659884007,1.0,0.0,4.0,2005156.8118217797,2024.0,12.0,0.0,0.5357142857142857,0.0419425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1226123.0,8.0,67.0,3000000.0,1200000.0,139351.0,95.227787,763.0,10.0,7.0,0.0,25850.0,16147.0,0.0,0.0,2.0,6.0,2005156.8118217797,2025.0,1.0,3.0,0.4,0.046450333333333337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2160000.0,12.0,65.0,1500000.0,500000.0,170207.0,95.227787,763.0,15.0,8.0,0.0,61490.0,61490.0,0.0,5.0,1.0,6.0,923771.0,2025.0,2.0,4.0,0.3333333333333333,0.11347133333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2054623.0,5.0,41.0,7000000.0,3200000.0,340964.0,95.227787,832.0,5.0,2.0,0.0,63723.0,63723.0,0.0,3.0,1.0,0.0,1092083.0,2025.0,6.0,4.0,0.45714285714285713,0.04870914285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1440000.0,8.0,40.0,1500000.0,500000.0,163107.0,95.227787,778.0,9.0,7.0,0.0,12941.0,12941.0,0.0,2.0,0.0,7.0,1376925.0,2024.0,12.0,5.0,0.3333333333333333,0.108738,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
900000.0,10.0,41.0,2600000.0,1200000.0,83224.0,95.227787,823.0,6.0,3.0,0.0,77954.0,77954.0,0.0,1.0,1.0,2.0,3604220.0,2024.0,12.0,4.0,0.46153846153846156,0.03200923076923077,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
799680.0,11.0,41.0,3100000.0,1500000.0,62324.0,95.227787,793.0,7.0,6.0,0.0,14907.0,14907.0,0.0,4.0,0.0,2.0,1272166.0,2025.0,3.0,3.0,0.4838709677419355,0.020104516129032256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2311080.0,12.0,40.0,1400000.0,300000.0,160492.0,95.227787,789.0,1.0,3.0,0.0,1686.0,1686.0,0.0,0.0,0.0,1.0,1035337.0,2025.0,1.0,1.0,0.21428571428571427,0.11463714285714285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
5147956.0,4.0,40.0,2260000.0,642000.0,1040290.0,95.227787,791.0,7.0,3.0,0.0,15070.0,15070.0,0.0,4.0,0.0,0.0,2005156.8118217797,2025.0,8.0,3.0,0.28407079646017697,0.4603053097345133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1700383.0,6.0,40.0,2600000.0,1300000.0,253809.0,95.227787,843.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1830833.0,2025.0,4.0,0.0,0.5,0.09761884615384615,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1344000.0,6.0,40.0,1500000.0,600000.0,200624.0,95.227787,825.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,939017.0,2025.0,4.0,3.0,0.4,0.13374933333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2065747.0,12.0,40.0,2300000.0,1000000.0,163280.0,95.227787,748.0,6.0,9.0,0.0,53349.0,53349.0,0.0,2.0,3.0,1.0,1520250.0,2025.0,3.0,1.0,0.43478260869565216,0.07099130434782609,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
360000.0,6.0,38.0,2500000.0,280000.0,53736.0,95.227787,707.0,8.0,4.0,0.0,11551.0,8551.0,0.0,1.0,0.0,5.0,2005156.8118217797,2025.0,4.0,5.0,0.112,0.0214944,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1624999.0,6.0,38.0,2290000.0,729000.0,244593.0,58.597591,754.0,6.0,3.0,0.0,6281.0,6281.0,0.0,1.0,0.0,1.0,2005156.8118217797,2025.0,7.0,3.0,0.3183406113537118,0.10680917030567685,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0
592920.0,9.0,59.0,4500000.0,3000000.0,55294.0,91.410695,798.0,1.0,3.0,0.0,9904.0,9904.0,0.0,0.0,1.0,0.0,2005156.8118217797,2024.0,12.0,3.0,0.6666666666666666,0.012287555555555555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1188000.0,12.0,47.0,1300000.0,62000.0,94181.0,95.227787,806.0,1.0,4.0,0.0,568.0,568.0,0.0,0.0,0.0,1.0,1361105.0,2025.0,3.0,4.0,0.047692307692307694,0.07244692307692308,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1724880.0,24.0,55.0,1200000.0,236000.0,76847.0,95.227787,806.0,3.0,4.0,0.0,4033.0,3392.0,0.0,1.0,0.0,1.0,2005156.8118217797,2025.0,4.0,5.0,0.19666666666666666,0.06403916666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1224000.0,6.0,66.0,4558000.0,0.0,188148.0,95.227787,856.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2005156.8118217797,2025.0,12.0,1.0,0.0,0.04127863097849934,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1129440.0,10.0,68.0,1500000.0,0.0,95643.0,95.227787,903.0,6.0,2.0,0.0,17508.0,7014.0,0.0,0.0,4.0,2.0,906413.0,2024.0,12.0,5.0,0.0,0.063762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
528600.0,6.0,68.0,1200000.0,100000.0,78368.0,89.979287,793.0,2.0,2.0,0.0,227.0,135.0,0.0,0.0,0.0,2.0,2005156.8118217797,2024.0,11.0,3.0,0.08333333333333333,0.06530666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1
1176000.0,8.0,69.0,2000000.0,500000.0,133770.0,95.227787,757.0,10.0,3.0,0.0,11754.0,11754.0,0.0,2.0,1.0,4.0,923771.0,2025.0,1.0,3.0,0.25,0.066885,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
4759928.0,12.0,68.0,2100000.0,500000.0,374580.0,95.227787,853.0,4.0,0.0,0.0,28977.0,28875.0,0.0,1.0,0.0,3.0,1130506.0,2025.0,1.0,5.0,0.23809523809523808,0.17837142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1600588.0,10.0,69.0,2000000.0,800000.0,135754.0,95.227787,837.0,3.0,0.0,0.0,69.0,69.0,0.2600019659884007,1.0,0.0,1.0,2005156.8118217797,2025.0,1.0,2.0,0.4,0.067877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
1800000.0,24.0,68.0,2410000.0,712000.0,82043.0,95.227787,739.0,5.0,0.0,0.0,14076.0,14076.0,0.0,1.0,1.0,3.0,977131.0,2025.0,9.0,3.0,0.2954356846473029,0.03404273858921162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2760000.0,36.0,68.0,2500000.0,500000.0,89921.0,95.227787,803.0,7.0,5.0,0.0,6251.0,6251.0,0.0,3.0,0.0,3.0,916148.0,2025.0,1.0,0.0,0.2,0.0359684,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1959611.0,10.0,68.0,3000000.0,2000000.0,166380.0,95.227787,877.0,5.0,2.0,0.0,3692.0,3692.0,0.0,4.0,0.0,0.0,973960.0,2025.0,3.0,5.0,0.6666666666666666,0.05546,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
720000.0,12.0,69.0,2500000.0,150000.0,56566.0,95.227787,796.0,3.0,2.0,0.0,4005.0,4005.0,0.0,0.0,1.0,1.0,2282033.0,2025.0,3.0,6.0,0.06,0.0226264,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
1188000.0,6.0,68.0,4000000.0,2500000.0,176383.0,95.227787,795.0,8.0,3.0,0.0,10807.0,10807.0,0.0,2.0,1.0,5.0,2005156.8118217797,2024.0,12.0,4.0,0.625,0.04409575,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
2292000.0,12.0,68.0,1500000.0,270000.0,181702.0,95.227787,796.0,3.0,3.0,0.0,2362.0,2362.0,0.0,2.0,0.0,1.0,2005156.8118217797,2025.0,4.0,5.0,0.18,0.12113466666666667,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1
560120.0,6.0,68.0,2330000.0,124000.0,77052.0,95.227787,842.0,3.0,2.0,0.0,176.0,176.0,0.0,0.0,0.0,3.0,969508.0,2025.0,9.0,4.0,0.05321888412017167,0.03306952789699571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
2001928.0,9.0,66.0,2019000.0,1000000.0,186963.0,95.227787,859.0,5.0,4.0,0.0,113872.0,113872.0,0.0,3.0,1.0,0.0,2209660.0,2025.0,2.0,6.0,0.4952947003467063,0.09260178306092125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
